,date,price,delta,volume
695,2018.04.09,874.44,6.48,"846,314"
696,2018.04.06,867.96,-0.97,"852,397"
697,2018.04.05,868.93,6.42,"837,102"
698,2018.04.04,862.51,-9.81,"811,227"
699,2018.04.03,872.32,4.52,"715,247"
700,2018.04.02,867.80,-3.29,"836,411"
701,2018.03.30,871.09,5.10,"755,609"
702,2018.03.29,865.99,15.02,"804,603"
703,2018.03.28,850.97,-7.87,"876,750"
704,2018.03.27,858.84,5.15,"722,964"
705,2018.03.26,853.69,24.01,"733,522"
706,2018.03.23,829.68,-41.94,"889,280"
707,2018.03.22,871.62,-13.93,"997,095"
708,2018.03.21,885.55,-4.85,"854,935"
709,2018.03.20,890.40,9.43,"743,688"
710,2018.03.19,880.97,-13.46,"751,079"
711,2018.03.16,894.43,4.00,"797,854"
712,2018.03.15,890.43,3.51,"941,546"
713,2018.03.14,886.92,0.67,"920,060"
714,2018.03.13,886.25,1.98,"1,068,305"
715,2018.03.12,884.27,18.47,"771,077"
716,2018.03.09,865.80,11.86,"867,969"
717,2018.03.08,853.94,12.91,"863,713"
718,2018.03.07,841.03,-18.18,"925,558"
719,2018.03.06,859.21,14.21,"809,271"
720,2018.03.05,845.00,-15.23,"731,919"
721,2018.03.02,860.23,3.17,"753,510"
722,2018.02.28,857.06,-16.95,"799,477"
723,2018.02.27,874.01,-0.42,"778,367"
724,2018.02.26,874.43,-0.35,"784,777"
725,2018.02.23,874.78,4.56,"761,278"
726,2018.02.22,870.22,-5.36,"846,733"
727,2018.02.21,875.58,11.17,"800,475"
728,2018.02.20,864.41,-11.40,"786,529"
729,2018.02.19,875.81,27.78,"676,075"
730,2018.02.14,848.03,18.64,"714,852"
731,2018.02.13,829.39,-13.85,"824,951"
732,2018.02.12,843.24,0.64,"680,697"
733,2018.02.09,842.60,-19.34,"754,953"
734,2018.02.08,861.94,31.98,"786,515"
735,2018.02.07,829.96,-28.21,"1,015,859"
736,2018.02.06,858.17,-0.05,"1,053,157"
737,2018.02.05,858.22,-41.25,"1,032,636"
738,2018.02.02,899.47,-8.73,"1,356,249"
739,2018.02.01,908.20,-5.37,"1,395,543"
740,2018.01.31,913.57,-7.39,"1,181,915"
741,2018.01.30,920.96,-6.09,"1,229,700"
742,2018.01.29,927.05,13.93,"1,262,941"
743,2018.01.26,913.12,14.52,"1,068,853"
744,2018.01.25,898.60,3.83,"1,010,409"
745,2018.01.24,894.77,0.34,"1,002,252"
746,2018.01.23,894.43,21.34,"1,032,452"
747,2018.01.22,873.09,-6.90,"1,107,105"
748,2018.01.19,879.99,-18.20,"1,149,687"
749,2018.01.18,898.19,11.61,"1,248,647"
750,2018.01.17,886.58,-14.65,"1,199,778"
751,2018.01.16,901.23,9.62,"998,650"
752,2018.01.15,891.61,18.56,"1,013,889"
753,2018.01.12,873.05,20.54,"1,168,451"
754,2018.01.11,852.51,17.60,"1,263,783"
755,2018.01.10,834.91,4.92,"1,088,866"
756,2018.01.09,829.99,-9.52,"1,182,485"
757,2018.01.08,839.51,11.48,"1,212,096"
758,2018.01.05,828.03,20.02,"1,215,166"
759,2018.01.04,808.01,-14.30,"1,331,289"
760,2018.01.03,822.31,9.86,"1,187,023"
761,2018.01.02,812.45,14.03,"977,967"
762,2017.12.28,798.42,6.47,"1,055,350"
763,2017.12.27,791.95,29.74,"818,085"
764,2017.12.26,762.21,1.01,"788,728"
765,2017.12.22,761.20,20.88,"1,065,404"
766,2017.12.21,740.32,-14.95,"1,193,663"
767,2017.12.20,755.27,-10.91,"1,379,848"
768,2017.12.19,766.18,-4.32,"1,662,311"
769,2017.12.18,770.50,-1.32,"1,118,924"
770,2017.12.15,771.82,1.47,"1,031,315"
771,2017.12.14,770.35,-1.87,"970,728"
772,2017.12.13,772.22,11.82,"1,131,049"
773,2017.12.12,760.40,-3.69,"1,003,036"
774,2017.12.11,764.09,20.03,"776,444"
775,2017.12.08,744.06,-9.40,"1,137,676"
776,2017.12.07,753.46,-14.93,"1,457,650"
777,2017.12.06,768.39,-5.73,"958,263"
778,2017.12.05,774.12,-8.33,"839,742"
779,2017.12.04,782.45,-5.25,"814,622"
780,2017.12.01,787.70,16.28,"872,003"
781,2017.11.30,771.42,-10.30,"1,040,271"
782,2017.11.29,781.72,8.60,"742,416"
783,2017.11.28,773.12,-19.68,"881,747"
784,2017.11.27,792.80,0.06,"727,090"
785,2017.11.24,792.74,-4.06,"742,792"
786,2017.11.23,796.80,15.90,"749,126"
787,2017.11.22,780.90,-8.48,"879,769"
788,2017.11.21,789.38,4.06,"800,667"
789,2017.11.20,785.32,9.47,"824,906"
790,2017.11.17,775.85,-4.37,"759,804"
791,2017.11.16,780.22,12.19,"890,612"
792,2017.11.15,768.03,11.57,"932,326"
793,2017.11.14,756.46,15.08,"814,689"
794,2017.11.13,741.38,20.59,"675,292"
795,2017.11.10,720.79,10.85,"593,546"
796,2017.11.09,709.94,0.83,"607,850"
797,2017.11.08,709.11,7.97,"803,833"
798,2017.11.07,701.14,-2.65,"640,923"
799,2017.11.06,703.79,2.66,"588,010"
800,2017.11.03,701.13,6.17,"653,104"
801,2017.11.02,694.96,-0.81,"601,864"
802,2017.11.01,695.77,1.57,"617,884"
803,2017.10.31,694.20,4.52,"618,669"
804,2017.10.30,689.68,-0.29,"464,077"
805,2017.10.27,689.97,9.36,"529,838"
806,2017.10.26,680.61,-8.53,"592,596"
807,2017.10.25,689.14,1.93,"612,941"
808,2017.10.24,687.21,11.35,"574,996"
809,2017.10.23,675.86,2.91,"490,800"
810,2017.10.20,672.95,5.85,"651,743"
811,2017.10.19,667.10,-1.32,"702,279"
812,2017.10.18,668.42,-2.09,"704,782"
813,2017.10.17,670.51,11.10,"687,028"
814,2017.10.16,659.41,-3.67,"547,249"
815,2017.10.13,663.08,-3.46,"608,950"
816,2017.10.12,666.54,4.23,"550,186"
817,2017.10.11,662.31,7.72,"552,257"
818,2017.10.10,654.59,1.77,"547,069"
819,2017.09.29,652.82,4.73,"683,157"
820,2017.09.28,648.09,-1.15,"575,616"
821,2017.09.27,649.24,6.84,"632,554"
822,2017.09.26,642.40,0.36,"798,469"
823,2017.09.25,642.04,-6.91,"891,457"
824,2017.09.22,648.95,-12.16,"887,138"
825,2017.09.21,661.11,-6.94,"686,069"
826,2017.09.20,668.05,-6.43,"680,391"
827,2017.09.19,674.48,-1.39,"648,884"
828,2017.09.18,675.87,4.57,"576,473"
829,2017.09.15,671.30,5.89,"637,568"
830,2017.09.14,665.41,6.32,"620,305"
831,2017.09.13,659.09,-0.96,"664,130"
832,2017.09.12,660.05,3.52,"644,731"
833,2017.09.11,656.53,2.24,"565,788"
834,2017.09.08,654.29,-4.19,"636,392"
835,2017.09.07,658.48,5.89,"489,982"
836,2017.09.06,652.59,3.84,"556,718"
837,2017.09.05,648.75,-2.14,"610,453"
838,2017.09.04,650.89,-11.10,"582,045"
839,2017.09.01,661.99,4.16,"555,443"
840,2017.08.31,657.83,2.83,"608,351"
841,2017.08.30,655.00,1.04,"631,358"
842,2017.08.29,653.96,1.04,"565,507"
843,2017.08.28,652.92,2.65,"506,386"
844,2017.08.25,650.27,2.56,"578,114"
845,2017.08.24,647.71,4.00,"493,779"
846,2017.08.23,643.71,-0.55,"548,720"
847,2017.08.22,644.26,3.41,"642,307"
848,2017.08.21,640.85,-2.73,"577,147"
849,2017.08.18,643.58,1.47,"521,336"
850,2017.08.17,642.11,7.20,"524,260"
851,2017.08.16,634.91,5.54,"600,099"
852,2017.08.14,629.37,1.03,"539,725"
853,2017.08.11,628.34,-11.70,"598,283"
854,2017.08.10,640.04,-2.83,"761,739"
855,2017.08.09,642.87,-8.80,"839,950"
856,2017.08.08,651.67,3.28,"600,383"
857,2017.08.07,648.39,6.81,"450,863"
858,2017.08.04,641.58,-1.51,"452,887"
859,2017.08.03,643.09,-14.43,"523,835"
860,2017.08.02,657.52,4.40,"487,493"
861,2017.08.01,653.12,2.65,"482,494"
862,2017.07.31,650.47,-2.48,"496,227"
863,2017.07.28,652.95,-13.53,"553,962"
864,2017.07.27,666.48,-0.74,"522,707"
865,2017.07.26,667.22,-3.25,"586,902"
866,2017.07.25,670.47,-6.85,"668,846"
867,2017.07.24,677.32,0.72,"522,252"
868,2017.07.21,676.60,0.09,"515,291"
869,2017.07.20,676.51,4.98,"562,813"
870,2017.07.19,671.53,7.51,"493,980"
871,2017.07.18,664.02,4.13,"563,225"
872,2017.07.17,659.89,5.78,"408,866"
873,2017.07.14,654.11,1.42,"525,201"
874,2017.07.13,652.69,1.59,"484,180"
875,2017.07.12,651.10,-4.91,"577,228"
876,2017.07.11,656.01,-1.85,"534,278"
877,2017.07.10,657.86,-5.91,"506,531"
878,2017.07.07,663.77,-0.02,"543,514"
879,2017.07.06,663.79,2.25,"548,714"
880,2017.07.05,661.54,5.35,"558,154"
881,2017.07.04,656.19,-4.78,"727,430"
882,2017.07.03,660.97,-8.07,"554,033"
883,2017.06.30,669.04,1.04,"504,702"
884,2017.06.29,668.00,2.11,"507,416"
885,2017.06.28,665.89,-6.74,"578,747"
886,2017.06.27,672.63,4.27,"631,462"
887,2017.06.26,668.36,-0.57,"579,790"
888,2017.06.23,668.93,5.65,"553,223"
889,2017.06.22,663.28,-2.49,"693,258"
890,2017.06.21,665.77,-3.64,"607,192"
891,2017.06.20,669.41,-6.03,"722,950"
892,2017.06.19,675.44,4.74,"573,408"
893,2017.06.16,670.70,0.88,"599,977"
894,2017.06.15,669.82,-1.77,"663,981"
895,2017.06.14,671.59,2.36,"638,245"
896,2017.06.13,669.23,4.37,"620,428"
897,2017.06.12,664.86,-9.29,"574,253"
898,2017.06.09,674.15,4.18,"616,609"
899,2017.06.08,669.97,3.51,"665,424"
900,2017.06.07,666.46,4.14,"783,054"
901,2017.06.05,662.32,3.54,"569,386"
902,2017.06.02,658.78,4.95,"613,062"
903,2017.06.01,653.83,1.79,"662,657"
904,2017.05.31,652.04,2.98,"656,574"
905,2017.05.30,649.06,6.08,"592,724"
906,2017.05.29,642.98,-3.03,"618,425"
907,2017.05.26,646.01,2.99,"649,138"
908,2017.05.25,643.02,-3.02,"759,129"
909,2017.05.24,646.04,1.31,"826,799"
910,2017.05.23,644.73,2.11,"792,702"
911,2017.05.22,642.62,0.17,"744,750"
912,2017.05.19,642.45,4.33,"717,634"
913,2017.05.18,638.12,-1.89,"776,992"
914,2017.05.17,640.01,0.90,"615,567"
915,2017.05.16,639.11,-6.27,"717,119"
916,2017.05.15,645.38,1.65,"690,738"
917,2017.05.12,643.73,-3.85,"752,632"
918,2017.05.11,647.58,4.90,"724,155"
919,2017.05.10,642.68,-0.71,"744,255"
920,2017.05.08,643.39,8.28,"536,163"
921,2017.05.04,635.11,8.68,"474,753"
922,2017.05.02,626.43,-1.81,"571,402"
923,2017.04.28,628.24,-2.87,"731,304"
924,2017.04.27,631.11,-4.00,"656,023"
925,2017.04.26,635.11,2.54,"728,613"
926,2017.04.25,632.57,5.95,"800,887"
927,2017.04.24,626.62,-8.34,"694,303"
928,2017.04.21,634.96,-0.84,"693,645"
929,2017.04.20,635.80,-0.19,"866,508"
930,2017.04.19,635.99,1.26,"806,290"
931,2017.04.18,634.73,5.26,"904,818"
932,2017.04.17,629.47,11.23,"591,005"
933,2017.04.14,618.24,-5.63,"690,488"
934,2017.04.13,623.87,2.42,"735,261"
935,2017.04.12,621.45,-0.19,"679,105"
936,2017.04.11,621.64,2.23,"801,271"
937,2017.04.10,619.41,-13.91,"852,724"
938,2017.04.07,633.32,2.86,"820,455"
939,2017.04.06,630.46,0.29,"859,211"
940,2017.04.05,630.17,4.68,"910,161"
941,2017.04.04,625.49,-3.03,"979,528"
942,2017.04.03,628.52,9.24,"758,052"
943,2017.03.31,619.28,4.60,"765,862"
944,2017.03.30,614.68,1.05,"791,136"
945,2017.03.29,613.63,1.35,"777,536"
946,2017.03.28,612.28,5.21,"796,480"
947,2017.03.27,607.07,-1.11,"805,214"
948,2017.03.24,608.18,2.65,"735,318"
949,2017.03.23,605.53,-2.04,"807,940"
950,2017.03.22,607.57,-2.16,"709,281"
951,2017.03.21,609.73,0.62,"822,695"
952,2017.03.20,609.11,-4.15,"726,495"
953,2017.03.17,613.26,-0.62,"814,727"
954,2017.03.16,613.88,5.20,"892,360"
955,2017.03.15,608.68,-5.44,"1,062,323"
956,2017.03.14,614.12,-1.47,"1,051,982"
957,2017.03.13,615.59,3.33,"796,297"
958,2017.03.10,612.26,6.13,"1,234,461"
959,2017.03.09,606.13,0.38,"875,641"
960,2017.03.08,605.75,-0.30,"872,848"
961,2017.03.07,606.05,2.00,"1,007,545"
962,2017.03.06,604.05,3.32,"670,375"
963,2017.03.03,600.73,-8.20,"875,891"
964,2017.03.02,608.93,-3.27,"683,364"
965,2017.02.28,612.20,0.08,"659,140"
966,2017.02.27,612.12,-2.63,"600,675"
967,2017.02.24,614.75,-2.92,"945,489"
968,2017.02.23,617.67,-3.72,"793,813"
969,2017.02.22,621.39,-1.08,"950,116"
970,2017.02.21,622.47,2.50,"1,151,215"
971,2017.02.20,619.97,1.27,"904,341"
972,2017.02.17,618.70,2.12,"1,107,133"
973,2017.02.16,616.58,0.63,"940,941"
974,2017.02.15,615.95,4.41,"885,580"
975,2017.02.14,611.54,-0.40,"819,207"
976,2017.02.13,611.94,1.36,"854,827"
977,2017.02.10,610.58,-0.46,"1,095,899"
978,2017.02.09,611.04,2.25,"1,035,705"
979,2017.02.08,608.79,0.07,"709,929"
980,2017.02.07,608.72,-2.24,"673,461"
981,2017.02.06,610.96,1.75,"644,021"
982,2017.02.03,609.21,-3.83,"1,197,691"
983,2017.02.02,613.04,-10.64,"1,255,856"
984,2017.02.01,623.68,7.55,"914,193"
985,2017.01.31,616.13,-0.68,"719,544"
986,2017.01.26,616.81,7.17,"632,201"
987,2017.01.25,609.64,-3.29,"764,805"
988,2017.01.24,612.93,-3.06,"674,829"
989,2017.01.23,615.99,-6.13,"687,665"
990,2017.01.20,622.12,-4.07,"713,510"
991,2017.01.19,626.19,-0.70,"702,434"
992,2017.01.18,626.89,2.89,"665,641"
993,2017.01.17,624.00,-3.88,"744,512"
994,2017.01.16,627.88,-6.80,"643,259"
995,2017.01.13,634.68,1.81,"746,213"
996,2017.01.12,632.87,-5.03,"796,618"
997,2017.01.11,637.90,1.17,"901,576"
998,2017.01.10,636.73,-5.42,"791,429"
999,2017.01.09,642.15,-1.53,"660,826"
1000,2017.01.06,643.68,1.20,"748,592"
1001,2017.01.05,642.48,2.69,"801,800"
1002,2017.01.04,639.79,3.22,"607,521"
1003,2017.01.03,636.57,4.53,"614,451"
1004,2017.01.02,632.04,0.60,"506,459"
1005,2016.12.29,631.44,4.17,"574,205"
1006,2016.12.28,627.27,8.89,"619,249"
1007,2016.12.27,618.38,3.22,"682,585"
1008,2016.12.26,615.16,-4.59,"677,608"
1009,2016.12.23,619.75,3.82,"691,872"
1010,2016.12.22,615.93,-2.70,"861,490"
1011,2016.12.21,618.63,0.64,"832,377"
1012,2016.12.20,617.99,-4.78,"655,275"
1013,2016.12.19,622.77,0.69,"639,055"
1014,2016.12.16,622.08,1.47,"764,615"
1015,2016.12.15,620.61,8.14,"586,633"
1016,2016.12.14,612.47,1.38,"686,775"
1017,2016.12.13,611.09,8.01,"631,356"
1018,2016.12.12,603.08,8.73,"618,903"
1019,2016.12.09,594.35,9.73,"591,778"
1020,2016.12.08,584.62,6.10,"663,171"
1021,2016.12.07,578.52,-2.83,"594,564"
1022,2016.12.06,581.35,6.23,"534,552"
1023,2016.12.05,575.12,-11.61,"612,468"
1024,2016.12.02,586.73,-7.12,"546,852"
1025,2016.12.01,593.85,-2.26,"627,418"
1026,2016.11.30,596.11,0.04,"551,432"
1027,2016.11.29,596.07,3.02,"792,712"
1028,2016.11.28,593.05,-4.77,"543,940"
1029,2016.11.25,597.82,5.17,"527,402"
1030,2016.11.24,592.65,-7.64,"595,065"
1031,2016.11.23,600.29,-10.45,"614,425"
1032,2016.11.22,610.74,1.41,"640,401"
1033,2016.11.21,609.33,-10.93,"620,575"
1034,2016.11.18,620.26,-7.50,"613,141"
1035,2016.11.17,627.76,-0.07,"658,763"
1036,2016.11.16,627.83,10.40,"591,707"
1037,2016.11.15,617.43,-3.80,"524,097"
1038,2016.11.14,621.23,-0.66,"472,394"
1039,2016.11.11,621.89,-1.34,"509,569"
1040,2016.11.10,623.23,23.49,"618,270"
1041,2016.11.09,599.74,-24.45,"1,059,100"
1042,2016.11.08,624.19,2.02,"528,121"
1043,2016.11.07,622.17,11.35,"523,452"
1044,2016.11.04,610.82,0.83,"500,194"
1045,2016.11.03,609.99,3.93,"488,459"
1046,2016.11.02,606.06,-20.32,"626,162"
1047,2016.11.01,626.38,1.70,"588,174"
1048,2016.10.31,624.68,-15.49,"551,338"
1049,2016.10.28,640.17,-8.40,"498,711"
1050,2016.10.27,648.57,13.06,"461,445"
1051,2016.10.26,635.51,-4.66,"720,643"
1052,2016.10.25,640.17,-7.71,"621,795"
1053,2016.10.24,647.88,-3.89,"554,776"
1054,2016.10.21,651.77,-3.91,"500,051"
1055,2016.10.20,655.68,-5.58,"549,446"
1056,2016.10.19,661.26,0.97,"520,671"
1057,2016.10.18,660.29,0.46,"512,987"
1058,2016.10.17,659.83,-5.09,"505,975"
1059,2016.10.14,664.92,1.83,"601,421"
1060,2016.10.13,663.09,-6.86,"587,759"
1061,2016.10.12,669.95,-0.69,"583,399"
1062,2016.10.11,670.64,-4.10,"637,003"
1063,2016.10.10,674.74,-1.16,"638,176"
1064,2016.10.07,675.90,-8.43,"694,702"
1065,2016.10.06,684.33,-1.11,"633,115"
1066,2016.10.05,685.44,-0.44,"580,525"
1067,2016.10.04,685.88,4.67,"527,741"
1068,2016.09.30,681.21,-8.62,"672,051"
1069,2016.09.29,689.83,3.07,"735,248"
1070,2016.09.28,686.76,-1.23,"635,238"
1071,2016.09.27,687.99,1.23,"713,809"
1072,2016.09.26,686.76,-1.83,"763,733"
1073,2016.09.23,688.59,3.35,"779,132"
1074,2016.09.22,685.24,6.96,"934,110"
1075,2016.09.21,678.28,3.77,"883,406"
1076,2016.09.20,674.51,7.87,"721,749"
1077,2016.09.19,666.64,6.49,"706,365"
1078,2016.09.13,660.15,7.24,"614,845"
1079,2016.09.12,652.91,-12.08,"759,705"
1080,2016.09.09,664.99,-2.41,"739,352"
1081,2016.09.08,667.40,-5.09,"903,620"
1082,2016.09.07,672.49,-6.77,"664,518"
1083,2016.09.06,679.26,-0.23,"729,545"
1084,2016.09.05,679.49,2.58,"544,515"
1085,2016.09.02,676.91,5.62,"561,749"
1086,2016.09.01,671.29,7.60,"635,147"
1087,2016.08.31,663.69,-3.92,"597,716"
1088,2016.08.30,667.61,4.03,"574,579"
1089,2016.08.29,663.58,-16.85,"710,236"
1090,2016.08.26,680.43,-3.53,"714,707"
1091,2016.08.25,683.96,-3.82,"633,681"
1092,2016.08.24,687.78,0.40,"642,893"
1093,2016.08.23,687.38,-0.77,"654,820"
1094,2016.08.22,688.15,-8.05,"621,148"
1095,2016.08.19,696.20,-0.73,"536,871"
1096,2016.08.18,696.93,3.26,"617,245"
1097,2016.08.17,693.67,-5.20,"632,181"
1098,2016.08.16,698.87,-6.31,"559,412"
1099,2016.08.12,705.18,1.85,"685,039"
1100,2016.08.11,703.33,-4.13,"697,286"
1101,2016.08.10,707.46,6.73,"655,460"
1102,2016.08.09,700.73,4.30,"629,145"
1103,2016.08.08,696.43,0.34,"582,157"
1104,2016.08.05,696.09,-5.58,"631,859"
1105,2016.08.04,701.67,3.35,"679,931"
1106,2016.08.03,698.32,-2.58,"729,796"
1107,2016.08.02,700.90,-2.82,"717,297"
1108,2016.08.01,703.72,-2.52,"686,100"
1109,2016.07.29,706.24,2.46,"748,695"
1110,2016.07.28,703.78,2.69,"777,773"
1111,2016.07.27,701.09,-4.31,"765,566"
1112,2016.07.26,705.40,0.44,"994,879"
1113,2016.07.25,704.96,-2.58,"883,273"
1114,2016.07.22,707.54,-0.58,"1,098,833"
1115,2016.07.21,708.12,3.09,"929,957"
1116,2016.07.20,705.03,2.59,"901,744"
1117,2016.07.19,702.44,1.54,"1,035,419"
1118,2016.07.18,700.90,0.62,"880,071"
1119,2016.07.15,700.28,-3.06,"1,102,740"
1120,2016.07.14,703.34,0.69,"1,074,883"
1121,2016.07.13,702.65,3.25,"1,051,601"
1122,2016.07.12,699.40,2.15,"756,347"
1123,2016.07.11,697.25,4.65,"660,241"
1124,2016.07.08,692.60,-3.35,"847,191"
1125,2016.07.07,695.95,10.44,"977,193"
1126,2016.07.06,685.51,-7.22,"1,202,656"
1127,2016.07.05,692.73,4.58,"903,046"
1128,2016.07.04,688.15,3.89,"965,411"
1129,2016.07.01,684.26,9.17,"869,282"
1130,2016.06.30,675.09,5.21,"940,043"
1131,2016.06.29,669.88,10.58,"913,880"
1132,2016.06.28,659.30,11.18,"1,075,858"
1133,2016.06.27,648.12,0.96,"999,753"
1134,2016.06.24,647.16,-32.36,"1,573,169"
1135,2016.06.23,679.52,-8.66,"1,016,590"
1136,2016.06.22,688.18,-0.37,"979,248"
1137,2016.06.21,688.55,-0.40,"935,728"
1138,2016.06.20,688.95,10.09,"998,960"
1139,2016.06.17,678.86,-1.39,"1,231,841"
1140,2016.06.16,680.25,-14.41,"1,161,066"
1141,2016.06.15,694.66,1.72,"852,229"
1142,2016.06.14,692.94,-2.67,"799,698"
1143,2016.06.13,695.61,-11.20,"810,385"
1144,2016.06.10,706.81,1.73,"969,060"
1145,2016.06.09,705.08,1.09,"1,146,605"
1146,2016.06.08,703.99,-0.78,"812,774"
1147,2016.06.07,704.77,3.34,"763,607"
1148,2016.06.03,701.43,0.28,"878,932"
1149,2016.06.02,701.15,1.12,"843,032"
1150,2016.06.01,700.03,1.58,"698,977"
1151,2016.05.31,698.45,6.39,"662,936"
1152,2016.05.30,692.06,0.52,"680,354"
1153,2016.05.27,691.54,3.60,"700,565"
1154,2016.05.26,687.94,-1.39,"823,072"
1155,2016.05.25,689.33,1.62,"985,538"
1156,2016.05.24,687.71,-3.29,"888,524"
1157,2016.05.23,691.00,6.08,"715,343"
1158,2016.05.20,684.92,5.53,"787,067"
1159,2016.05.19,679.39,-4.48,"738,485"
1160,2016.05.18,683.87,-12.08,"669,342"
1161,2016.05.17,695.95,-5.51,"703,734"
1162,2016.05.16,701.46,-2.91,"649,020"
1163,2016.05.13,704.37,-0.67,"609,506"
1164,2016.05.12,705.04,1.10,"606,571"
1165,2016.05.11,703.94,3.71,"629,065"
1166,2016.05.10,700.23,8.41,"560,854"
1167,2016.05.09,691.82,-2.35,"622,449"
1168,2016.05.04,694.17,-4.49,"809,614"
1169,2016.05.03,698.66,8.39,"805,306"
1170,2016.05.02,690.27,-9.50,"666,673"
1171,2016.04.29,699.77,0.07,"632,572"
1172,2016.04.28,699.70,0.18,"651,404"
1173,2016.04.27,699.52,-2.54,"743,537"
1174,2016.04.26,702.06,-1.64,"767,294"
1175,2016.04.25,703.70,0.65,"686,054"
1176,2016.04.22,703.05,1.43,"692,675"
1177,2016.04.21,701.62,1.76,"811,253"
1178,2016.04.20,699.86,-1.82,"726,546"
1179,2016.04.19,701.68,6.34,"675,028"
1180,2016.04.18,695.34,-0.28,"697,710"
1181,2016.04.15,695.62,2.20,"684,701"
1182,2016.04.14,693.42,-0.03,"696,252"
1183,2016.04.12,693.45,0.44,"625,491"
1184,2016.04.11,693.01,-4.09,"541,371"
1185,2016.04.08,697.10,-0.03,"621,814"
1186,2016.04.07,697.13,3.10,"678,301"
1187,2016.04.06,694.03,-1.67,"632,342"
1188,2016.04.05,695.70,-1.28,"573,091"
1189,2016.04.04,696.98,6.29,"543,138"
1190,2016.04.01,690.69,2.31,"544,869"
1191,2016.03.31,688.38,-2.75,"613,414"
1192,2016.03.30,691.13,4.63,"688,568"
1193,2016.03.29,686.50,9.99,"658,115"
1194,2016.03.28,676.51,-6.69,"636,108"
1195,2016.03.25,683.20,-3.06,"648,092"
1196,2016.03.24,686.26,-3.13,"669,731"
1197,2016.03.23,689.39,-2.12,"694,132"
1198,2016.03.22,691.51,-0.91,"668,178"
1199,2016.03.21,692.42,-2.60,"630,641"
1200,2016.03.18,695.02,3.53,"689,881"
1201,2016.03.17,691.49,-1.95,"622,124"
1202,2016.03.16,693.44,0.10,"586,686"
1203,2016.03.15,693.34,2.29,"562,758"
1204,2016.03.14,691.05,1.88,"468,799"
1205,2016.03.11,689.17,1.57,"498,439"
1206,2016.03.10,687.60,7.96,"525,311"
1207,2016.03.09,679.64,5.32,"442,724"
1208,2016.03.08,674.32,2.11,"546,357"
1209,2016.03.07,672.21,-1.63,"539,547"
1210,2016.03.04,673.84,4.83,"523,828"
1211,2016.03.03,669.01,6.76,"533,699"
1212,2016.03.02,662.25,10.63,"512,032"
1213,2016.02.29,651.62,2.32,"561,260"
1214,2016.02.26,649.30,3.03,"451,948"
1215,2016.02.25,646.27,2.29,"560,534"
1216,2016.02.24,643.98,1.67,"575,083"
1217,2016.02.23,642.31,-7.83,"674,715"
1218,2016.02.22,650.14,5.58,"521,025"
1219,2016.02.19,644.56,6.13,"439,725"
1220,2016.02.18,638.43,14.94,"485,428"
1221,2016.02.17,623.49,-11.46,"512,531"
1222,2016.02.16,634.95,13.58,"487,303"
1223,2016.02.15,621.37,12.92,"537,943"
1224,2016.02.12,608.45,-39.24,"705,445"
1225,2016.02.11,647.69,-33.62,"519,244"
1226,2016.02.05,681.31,-2.31,"504,309"
1227,2016.02.04,683.62,2.68,"529,776"
1228,2016.02.03,680.94,-3.92,"481,485"
1229,2016.02.02,684.86,-0.69,"545,019"
1230,2016.02.01,685.55,2.75,"444,735"
1231,2016.01.29,682.80,1.51,"570,737"
1232,2016.01.28,681.29,6.04,"592,722"
1233,2016.01.27,675.25,-3.60,"625,769"
1234,2016.01.26,678.85,-2.58,"518,654"
1235,2016.01.25,681.43,10.48,"453,831"
1236,2016.01.22,670.95,5.11,"542,909"
1237,2016.01.21,665.84,-3.84,"568,732"
1238,2016.01.20,669.68,-11.57,"743,366"
1239,2016.01.19,681.25,-2.38,"598,750"
1240,2016.01.18,683.63,5.20,"532,816"
1241,2016.01.15,678.43,-4.76,"585,173"
1242,2016.01.14,683.19,-2.84,"553,518"
1243,2016.01.13,686.03,14.73,"720,832"
1244,2016.01.12,671.30,-3.66,"568,330"
1245,2016.01.11,674.96,-7.60,"577,727"
1246,2016.01.08,682.56,2.90,"701,977"
1247,2016.01.07,679.66,-7.61,"683,472"
1248,2016.01.06,687.27,3.20,"735,477"
1249,2016.01.05,684.07,6.28,"729,857"
1250,2016.01.04,677.79,-4.56,"495,490"
1251,2015.12.30,682.35,9.13,"504,922"
1252,2015.12.29,673.22,21.17,"549,107"
1253,2015.12.28,652.05,-4.48,"584,614"
1254,2015.12.24,656.53,-3.07,"657,822"
1255,2015.12.23,659.60,-3.82,"764,164"
1256,2015.12.22,663.42,-5.23,"685,834"
1257,2015.12.21,668.65,1.20,"530,413"
1258,2015.12.18,667.45,9.34,"583,711"
1259,2015.12.17,658.11,10.84,"612,312"
1260,2015.12.16,647.27,7.49,"643,509"
1261,2015.12.15,639.78,9.41,"595,958"
1262,2015.12.14,630.37,-23.11,"620,532"
1263,2015.12.11,653.48,-4.60,"796,067"
1264,2015.12.10,658.08,-6.00,"979,866"
1265,2015.12.09,664.08,-4.34,"843,222"
1266,2015.12.08,668.42,-14.92,"706,309"
1267,2015.12.07,683.34,-2.43,"685,621"
1268,2015.12.04,685.77,-5.00,"763,885"
1269,2015.12.03,690.77,0.45,"760,296"
1270,2015.12.02,690.32,-1.63,"773,641"
1271,2015.12.01,691.95,3.57,"659,261"
1272,2015.11.30,688.38,-5.83,"627,230"
1273,2015.11.27,694.21,0.79,"757,403"
