,date,price,delta,volume
587,2018.09.14,2318.25,32.02,283774
588,2018.09.13,2286.23,3.31,295216
589,2018.09.12,2282.92,-0.28,331036
590,2018.09.11,2283.2,-5.46,361475
591,2018.09.10,2288.66,7.08,304918
592,2018.09.07,2281.58,-6.03,351603
593,2018.09.06,2287.61,-4.16,381008
594,2018.09.05,2291.77,-23.95,352026
595,2018.09.04,2315.72,8.69,271789
596,2018.09.03,2307.03,-15.85,227122
597,2018.08.31,2322.88,15.53,240587
598,2018.08.30,2307.35,-1.68,281989
599,2018.08.29,2309.03,5.91,252045
600,2018.08.28,2303.12,3.82,273217
601,2018.08.27,2299.3,6.09,300061
602,2018.08.24,2293.21,10.61,340999
603,2018.08.23,2282.6,9.27,333136
604,2018.08.22,2273.33,3.27,263612
605,2018.08.21,2270.06,22.18,290503
606,2018.08.20,2247.88,0.83,267698
607,2018.08.17,2247.05,6.25,231926
608,2018.08.16,2240.8,-18.11,309355
609,2018.08.14,2258.91,10.46,250633
610,2018.08.13,2248.45,-34.34,330544
611,2018.08.10,2282.79,-20.92,279626
612,2018.08.09,2303.71,2.26,238149
613,2018.08.08,2301.45,1.29,288039
614,2018.08.07,2300.16,13.66,225706
615,2018.08.06,2286.5,-1.18,241153
616,2018.08.03,2287.68,17.48,265613
617,2018.08.02,2270.2,-36.87,347908
618,2018.08.01,2307.07,11.81,214465
619,2018.07.31,2295.26,1.75,217651
620,2018.07.30,2293.51,-1.48,202744
621,2018.07.27,2294.99,5.93,259165
622,2018.07.26,2289.06,16.03,295319
623,2018.07.25,2273.03,-7.17,305498
624,2018.07.24,2280.2,10.89,429445
625,2018.07.23,2269.31,-19.88,328884
626,2018.07.20,2289.19,6.9,346880
627,2018.07.19,2282.29,-7.82,458752
628,2018.07.18,2290.11,-7.81,395774
629,2018.07.17,2297.92,-4.07,365351
630,2018.07.16,2301.99,-8.91,293260
631,2018.07.13,2310.9,25.84,286351
632,2018.07.12,2285.06,4.44,353267
633,2018.07.11,2280.62,-13.54,412423
634,2018.07.10,2294.16,8.36,329363
635,2018.07.09,2285.8,12.93,349047
636,2018.07.06,2272.87,15.32,340894
637,2018.07.05,2257.55,-7.91,342616
638,2018.07.04,2265.46,-7.3,310960
639,2018.07.03,2272.76,1.22,360738
640,2018.07.02,2271.54,-54.59,387807
641,2018.06.29,2326.13,11.89,389705
642,2018.06.28,2314.24,-27.79,403750
643,2018.06.27,2342.03,-8.89,517028
644,2018.06.26,2350.92,-6.96,460975
645,2018.06.25,2357.88,0.66,407061
